+-------------+---------------+----------------+-----------+-------------+--------------------------------------------------------------------------------------------------------------------------+-------------------+
| TrainStatus | TrainLatitude | TrainLongitude | TrainCode | TrainDate   | PublicMessage                                                                                                            | Direction         |
+-------------+---------------+----------------+-----------+-------------+--------------------------------------------------------------------------------------------------------------------------+-------------------+
| N           | 51.8491       | -8.29956       | B273      | 22 Apr 2021 | B273\nCobh to Cork\nExpected Departure 20:30                                                                             | To Cork           |
| N           | 51.9018       | -8.4582        | A231      | 22 Apr 2021 | A231\nCork to Dublin Heuston\nExpected Departure 20:25                                                                   | To Dublin Heuston |
| N           | 52.8386       | -8.97491       | A479      | 22 Apr 2021 | A479\nEnnis to Limerick\nExpected Departure 20:35                                                                        | To Limerick       |
| N           | 53.0371       | -7.30086       | P221      | 22 Apr 2021 | P221\nPortlaoise to Dublin Heuston\nExpected Departure 20:33                                                             | To Dublin Heuston |
| N           | 53.3223       | -6.52356       | P420      | 22 Apr 2021 | P420\nHazelhatch to Grand Canal Dock\nExpected Departure 20:40                                                           | Northbound        |
| N           | 53.378        | -6.58993       | P758      | 22 Apr 2021 | P758\nMaynooth to Dublin Connolly\nExpected Departure 20:40                                                              | Southbound        |
| N           | 53.4349       | -6.46898       | P343      | 22 Apr 2021 | P343\nM3 Parkway to Clonsilla\nExpected Departure 20:33                                                                  | Southbound        |
| R           | 0             | 0              | A224      | 22 Apr 2021 | A224\n18:00 - Dublin Heuston to Cork (0 mins late)\nDeparted Killarney Junction next stop Cork                           | To Cork           |
| R           | 0             | 0              | A808      | 22 Apr 2021 | A808\n20:15 - Athlone to Westport (0 mins late)\nDeparted Athlone Midland Yard next stop Roscommon                       | To Westport       |
| R           | 52.1396       | -8.65521       | A312      | 22 Apr 2021 | A312\n17:15 - Dublin Heuston to Tralee (8 mins late)\nDeparted Mallow next stop Banteer                                  | To Tralee         |
| R           | 52.6766       | -7.82189       | A226      | 22 Apr 2021 | A226\n19:00 - Dublin Heuston to Cork (4 mins late)\nDeparted Thurles next stop Limerick Junction                         | To Cork           |
| R           | 52.992        | -6.9762        | A514      | 22 Apr 2021 | A514\n18:35 - Dublin Heuston to Waterford (-1 mins late)\nDeparted Athy next stop Carlow                                 | To Waterford      |
| R           | 53.0371       | -7.30086       | A227      | 22 Apr 2021 | A227\n18:25 - Cork to Dublin Heuston (3 mins late)\nDeparted Portlaoise next stop Dublin Heuston                         | To Dublin Heuston |
| R           | 53.1442       | -6.06085       | A610      | 22 Apr 2021 | A610\n17:40 - Dublin Connolly to Rosslare Europort (0 mins late)\nDeparted Greystones next stop Kilcoole                 | Southbound        |
| R           | 53.1442       | -6.06085       | E830      | 22 Apr 2021 | E830\n20:30 - Greystones to Malahide (0 mins late)\nDeparted Greystones next stop Bray                                   | Northbound        |
| R           | 53.2469       | -6.66386       | A517      | 22 Apr 2021 | A517\n18:25 - Waterford to Dublin Heuston (3 mins late)\nDeparted Sallins next stop Dublin Heuston                       | To Dublin Heuston |
| R           | 53.2557       | -6.11317       | E248      | 22 Apr 2021 | E248\n22:55 - Howth to Bray (3 mins late)\nArrived Killiney next stop Shankill                                           | Southbound        |
| R           | 53.2557       | -6.11317       | E934      | 22 Apr 2021 | E934\n20:25 - Bray to Howth (-1 mins late)\nArrived Killiney next stop Dalkey                                            | Northbound        |
| R           | 53.2756       | -6.10333       | E239      | 22 Apr 2021 | E239\n19:30 - Howth to Bray (2 mins late)\nDeparted Dalkey next stop Killiney                                            | Southbound        |
| R           | 53.2878       | -6.12712       | E136      | 22 Apr 2021 | E136\n23:05 - Malahide to Greystones (2 mins late)\nDeparted Sandycove next stop Glenageary                              | Southbound        |
| R           | 53.2878       | -6.12712       | E829      | 22 Apr 2021 | E829\n20:13 - Bray to Malahide (2 mins late)\nDeparted Sandycove next stop Dun Laoghaire                                 | Northbound        |
| R           | 53.2991       | -6.16512       | E240      | 22 Apr 2021 | E240\n19:45 - Malahide to Bray (2 mins late)\nDeparted Seapoint next stop Salthill and Monkstown                         | Southbound        |
| R           | 53.3212       | -8.60608       | A716      | 22 Apr 2021 | A716\n18:30 - Dublin Heuston to Galway (-3 mins late)\nArrived Attymon next stop Athenry                                 | To Galway         |
| R           | 53.3281       | -6.22116       | A613      | 22 Apr 2021 | A613\n17:55 - Rosslare Europort to Dublin Connolly (-3 mins late)\nArrived Sandymount next stop Dublin Pearse            | Northbound        |
| R           | 53.334        | -6.37868       | P220      | 22 Apr 2021 | P220\n19:25 - Portlaoise to Dublin Heuston (2 mins late)\nDeparted Park West and Cherry Orchard next stop Dublin Heuston | To Dublin Heuston |
| R           | 53.3345       | -6.43038       | A516      | 22 Apr 2021 | A516\n20:15 - Dublin Heuston to Carlow (2 mins late)\nDeparted Kishogue next stop Adamstown                              | To Carlow         |
| R           | 53.3347       | -6.22979       | E933      | 22 Apr 2021 | E933\n19:55 - Bray to Howth (2 mins late)\nDeparted Lansdowne Road next stop Grand Canal Dock                            | Northbound        |
| R           | 53.347        | -6.25425       | E128      | 22 Apr 2021 | E128\n20:00 - Howth to Greystones (3 mins late)\nArrived Tara Street next stop Dublin Pearse                             | Southbound        |
| R           | 53.347        | -6.25425       | E715      | 22 Apr 2021 | E715\n23:10 - Greystones to Dublin Connolly (-1 mins late)\nDeparted Tara Street next stop Dublin Connolly               | Northbound        |
| R           | 53.3629       | -6.22753       | E712      | 22 Apr 2021 | E712\n23:35 - Malahide to Dublin Connolly (2 mins late)\nDeparted Clontarf Road next stop Dublin Connolly                | Southbound        |
| R           | 53.3629       | -6.22753       | E828      | 22 Apr 2021 | E828\n19:30 - Greystones to Malahide (-1 mins late)\nDeparted Clontarf Road next stop Killester                          | Northbound        |
| R           | 53.3632       | -6.25908       | D424      | 22 Apr 2021 | D424\n23:25 - Grand Canal Dock to Hazelhatch (0 mins late)\nDeparted Drumcondra next stop Park West and Cherry Orchard   | Southbound        |
| R           | 53.3632       | -6.25908       | P756      | 22 Apr 2021 | P756\n19:50 - Maynooth to Dublin Connolly (4 mins late)\nDeparted Drumcondra next stop Dublin Connolly                   | Southbound        |
| R           | 53.3704       | -6.50598       | D935      | 22 Apr 2021 | D935\n23:27 - Dublin Connolly to Maynooth (0 mins late)\nArrived Leixlip (Louisa Bridge) next stop Maynooth              | Northbound        |
| R           | 53.3755       | -6.33135       | D929      | 22 Apr 2021 | D929\n20:17 - Dublin Connolly to Maynooth (2 mins late)\nDeparted Ashtown next stop Navan Road Parkway                   | Northbound        |
| R           | 53.3786       | -6.19131       | E241      | 22 Apr 2021 | E241\n20:15 - Malahide to Bray (0 mins late)\nArrived Harmonstown next stop Killester                                    | Southbound        |
| R           | 53.3815       | -6.17699       | E835      | 22 Apr 2021 | E835\n23:05 - Bray to Malahide (0 mins late)\nDeparted Raheny next stop Kilbarrack                                       | Northbound        |
| R           | 53.3816       | -6.37149       | P757      | 22 Apr 2021 | P757\n20:10 - Maynooth to Dublin Connolly (0 mins late)\nArrived Castleknock next stop Navan Road Parkway                | Southbound        |
| R           | 53.3891       | -6.07401       | E242      | 22 Apr 2021 | E242\n20:30 - Howth to Bray (1 mins late)\nDeparted Howth next stop Sutton                                               | Southbound        |
| R           | 53.3909       | -6.15672       | D823      | 22 Apr 2021 | D823\n20:20 - Dublin Connolly to Drogheda (0 mins late)\nDeparted Howth Junction next stop Clongriffin                   | Northbound        |
| R           | 53.3917       | -6.13678       | E932      | 22 Apr 2021 | E932\n19:25 - Bray to Howth (5 mins late)\nDeparted Bayside next stop Sutton                                             | Northbound        |
| R           | 53.4032       | -6.14839       | D826      | 22 Apr 2021 | D826\n23:40 - Dublin Pearse to Dundalk (0 mins late)\nArrived Clongriffin next stop Portmarnock                          | Northbound        |
| R           | 53.4175       | -6.46483       | D347      | 22 Apr 2021 | D347\n23:53 - Clonsilla to M3 Parkway (-1 mins late)\nArrived Dunboyne next stop M3 Parkway                              | Northbound        |
| R           | 53.4273       | -7.93683       | A719      | 22 Apr 2021 | A719\n19:20 - Galway to Dublin Heuston (-5 mins late)\nDeparted Athlone next stop Clara                                  | To Dublin Heuston |
| R           | 53.4933       | -7.15576       | A914      | 22 Apr 2021 | A914\n19:15 - Dublin Connolly to Sligo (2 mins late)\nDeparted Killucan next stop Mullingar                              | Northbound        |
| R           | 53.5741       | -6.11933       | P727      | 22 Apr 2021 | P727\n20:10 - Drogheda to Dublin Connolly (-1 mins late)\nArrived Skerries next stop Rush and Lusk                       | Southbound        |
| R           | 53.6888       | -7.60299       | A915      | 22 Apr 2021 | A915\n19:00 - Sligo to Dublin Connolly (2 mins late)\nDeparted Edgeworthstown next stop Mullingar                        | Southbound        |
| R           | 53.712        | -6.33538       | D825      | 22 Apr 2021 | D825\n22:45 - Dublin Connolly to Dundalk (3 mins late)\nDeparted Drogheda next stop Dundalk                              | Northbound        |
| R           | 54.0007       | -6.41291       | A134      | 22 Apr 2021 | A134\n19:00 - Dublin Connolly to Belfast (7 mins late)\nDeparted Dundalk next stop Newry                                 | Northbound        |
| T           | 53.2043       | -6.10046       | E238      | 22 Apr 2021 | E238\n19:15 - Malahide to Bray(3 mins late)\nTERMINATED Bray at 20:27                                                    | Southbound        |
| T           | 53.3223       | -6.52356       | D420      | 22 Apr 2021 | D420\n19:43 - Grand Canal Dock to Hazelhatch(0 mins late)\nTERMINATED Hazelhatch at 20:28                                | Southbound        |
| T           | 53.378        | -6.58993       | D928      | 22 Apr 2021 | D928\n19:47 - Dublin Connolly to Maynooth(0 mins late)\nTERMINATED Maynooth at 20:28                                     | Northbound        |
| T           | 53.3891       | -6.07401       | E931      | 22 Apr 2021 | E931\n19:10 - Bray to Howth(5 mins late)\nTERMINATED Howth at 20:23                                                      | Northbound        |
| T           | 53.4349       | -6.46898       | D343      | 22 Apr 2021 | D343\n20:15 - Clonsilla to M3 Parkway(-1 mins late)\nTERMINATED M3 Parkway at 20:26                                      | Northbound        |
+-------------+---------------+----------------+-----------+-------------+--------------------------------------------------------------------------------------------------------------------------+-------------------+
+------------------------------+-------------------------------+-----------------+------------------+-------------+-----------+
| StationDesc                  | StationAlias                  | StationLatitude | StationLongitude | StationCode | StationId |
| Muine Bheag                  | Bagenalstown                  | 52.699          | -6.95213         | MNEBG       | 47        |
| Thurles                      | None                          | 52.6766         | -7.82189         | THRLS       | 13        |
| Gorey                        | None                          | 52.6712         | -6.29195         | GOREY       | 145       |
| Limerick                     | None                          | 52.6587         | -8.62397         | LMRCK       | 40        |
| Kilkenny                     | None                          | 52.655          | -7.24498         | KKNNY       | 48        |
| Thomastown                   | None                          | 52.523          | -7.14891         | THTWN       | 49        |
| Enniscorthy                  | None                          | 52.5046         | -6.56627         | ECRTY       | 147       |
| Limerick Junction            | None                          | 52.5009         | -8.20003         | LMRKJ       | 16        |
| Tipperary                    | None                          | 52.4701         | -8.1625          | TIPRY       | 41        |
| Cahir                        | None                          | 52.3777         | -7.92181         | CAHIR       | 42        |
| Clonmel                      | None                          | 52.3611         | -7.69936         | CLMEL       | 43        |
| Carrick on Suir              | None                          | 52.3487         | -7.40354         | CKOSR       | 44        |
| Charleville                  | None                          | 52.3468         | -8.65362         | CVILL       | 19        |
| Wexford                      | None                          | 52.3434         | -6.4636          | WXFRD       | 148       |
| Campile                      | None                          | 52.2855         | -6.93896         | CPILE       | 52        |
| Ballycullane                 | None                          | 52.2834         | -6.83958         | BCLAN       | 53        |
| Rosslare Strand              | None                          | 52.2726         | -6.39254         | RLSTD       | 58        |
| Tralee                       | None                          | 52.271          | -9.69846         | TRLEE       | 28        |
| Wellingtonbridge             | None                          | 52.2678         | -6.75392         | WBDGE       | 54        |
| Waterford                    | None                          | 52.2667         | -7.1183          | WFORD       | 50        |
| Rosslare Europort            | Rosslare Harbour              | 52.2531         | -6.33493         | RLEPT       | 60        |
| Bridgetown                   | None                          | 52.2312         | -6.54918         | BRGTN       | 56        |
| Farranfore                   | None                          | 52.1733         | -9.55278         | FFORE       | 27        |
| Mallow                       | None                          | 52.1396         | -8.65521         | MLLOW       | 21        |
| Banteer                      | None                          | 52.1287         | -8.89793         | BTEER       | 23        |
| Rathmore                     | None                          | 52.0854         | -9.21756         | RMORE       | 25        |
| Millstreet                   | None                          | 52.0776         | -9.06973         | MLSRT       | 24        |
| Killarney                    | None                          | 52.0595         | -9.50198         | KLRNY       | 26        |
| Midleton                     | None                          | 51.9212         | -8.17579         | MDLTN       | 68        |
| Carrigtwohill                | None                          | 51.9163         | -8.26323         | CGTWL       | 67        |
| Glounthaune                  | None                          | 51.9112         | -8.3254          | GHANE       | 380       |
| LittleIsland                 | Little Island                 | 51.9078         | -8.35466         | LSLND       | 61        |
| Cork                         | None                          | 51.9018         | -8.4582          | CORK        | 30        |
| Fota                         | None                          | 51.896          | -8.3183          | FOTA        | 63        |
| Carrigaloe                   | None                          | 51.8688         | -8.32417         | CGLOE       | 64        |
| Rushbrooke                   | None                          | 51.8496         | -8.32252         | RBROK       | 65        |
| Cobh                         | None                          | 51.8491         | -8.29956         | COBH        | 66        |
| CITY JUNCTION                | Dublin Belfast                | 0               | 0                | CITYJ       | 1516      |
| CENTRAL JUNCTION             | Dublin Belfast                | 0               | 0                | CENTJ       | 1517      |
| DUNMURRAY                    | Dublin Belfast                | 0               | 0                | DUNMR       | 1518      |
| MOIRA                        | Dublin Belfast                | 0               | 0                | MOIRA       | 1519      |
+------------------------------+-------------------------------+-----------------+------------------+-------------+-----------+
